Iteration	CPUTime	PhysTime	Travels
886	491	37.2191972	6.52810384
887	491	37.2630488	6.5354719
888	492	37.3069051	6.54283996
889	493	37.3507657	6.55020803
890	493	37.3946314	6.55757609
891	494	37.4385017	6.56494415
892	495	37.4823773	6.57231222
893	495	37.5262576	6.57968028
894	496	37.5701436	6.58704834
895	496	37.6140345	6.5944164
896	497	37.6579313	6.60178447
897	498	37.7018332	6.60915253
898	498	37.7457412	6.61652059
899	499	37.7896543	6.62388866
900	500	37.8335736	6.63125672
901	500	37.8774983	6.63862478
902	501	37.9214294	6.64599285
903	502	37.9653659	6.65336091
904	502	38	6.66072897
905	503	38.0439471	6.66809703
906	504	38.0879004	6.6754651
907	504	38.1318594	6.68283316
908	505	38.1758245	6.69020122
909	505	38.219792	6.69756929
910	506	38.263754	6.70493735
911	507	38.3077096	6.71230541
912	507	38.3516597	6.71967348
913	508	38.3956034	6.72704154
914	508	38.4395419	6.7344096
915	509	38.4834742	6.74177766
916	510	38.5274012	6.74914573
917	510	38.5713223	6.75651379
918	511	38.6152385	6.76388185
919	512	38.6591488	6.77124992
920	512	38.7030543	6.77861798
921	513	38.7469542	6.78598604
922	514	38.7908496	6.79335411
923	514	38.8347397	6.80072217
924	515	38.8786256	6.80809023
925	515	38.9225066	6.81545829
926	516	38.9663837	6.82282636
927	517	39	6.83019442
928	517	39.0438697	6.83756248
929	518	39.0877349	6.84493055
930	519	39.1315968	6.85229861
931	519	39.1754549	6.85966667
932	520	39.2193099	6.86703474
933	521	39.2631614	6.8744028
934	521	39.3070105	6.88177086
935	522	39.3508562	6.88913893
936	522	39.3947	6.89650699
937	523	39.438541	6.90387505
938	524	39.4823806	6.91124311
939	524	39.5262178	6.91861118
940	525	39.5700539	6.92597924
941	526	39.6138881	6.9333473
942	526	39.6577217	6.94071537
943	527	39.701554	6.94808343
944	527	39.745386	6.95545149
945	528	39.7892173	6.96281956
946	529	39.8330488	6.97018762
947	529	39.8768801	6.97755568
948	530	39.920712	6.98492374
949	531	39.9645442	6.99229181
950	531	40	6.99965987
951	532	40.0438339	7.00702793
952	533	40.0876696	7.014396
953	533	40.1315065	7.02176406
954	534	40.1753456	7.02913212
955	535	40.2191866	7.03650019
956	535	40.2630301	7.04386825
957	536	40.3068761	7.05123631
958	536	40.3507252	7.05860437
959	537	40.3945771	7.06597244
960	538	40.4384326	7.0733405
961	538	40.4822915	7.08070856
962	539	40.5261546	7.08807663
963	540	40.5700213	7.09544469
964	540	40.6138928	7.10281275
965	541	40.6577683	7.11018082
966	542	40.701649	7.11754888
967	542	40.7455344	7.12491694
968	543	40.7894253	7.132285
969	544	40.8333212	7.13965307
970	544	40.877223	7.14702113
971	545	40.9211303	7.15438919
972	546	40.9650438	7.16175726
973	546	41	7.16912532
974	547	41.0439247	7.17649338
975	548	41.0878552	7.18386145
976	548	41.1317927	7.19122951
977	549	41.1757363	7.19859757
978	550	41.2196871	7.20596564
979	550	41.263632	7.2133337
980	551	41.3075697	7.22070176
981	552	41.3514997	7.22806982
982	552	41.3954222	7.23543789
983	553	41.4393368	7.24280595
984	553	41.483244	7.25017401
985	554	41.5271432	7.25754208
986	555	41.571035	7.26491014
987	555	41.6149187	7.2722782
988	556	41.658795	7.27964627
989	557	41.7026633	7.28701433
990	557	41.7465243	7.29438239
991	558	41.7903773	7.30175045
992	558	41.834223	7.30911852
993	559	41.8780609	7.31648658
994	560	41.9218917	7.32385464
995	560	41.9657148	7.33122271
996	561	42	7.33859077
997	562	42.0438101	7.34595883
998	562	42.0876135	7.3533269
999	563	42.1314098	7.36069496
1000	564	42.1751995	7.36806302
1001	564	42.2189823	7.37543108
1002	565	42.2627588	7.38279915
1003	566	42.3065285	7.39016721
1004	566	42.3502923	7.39753527
1005	567	42.3940498	7.40490334
1006	568	42.4378017	7.4122714
1007	568	42.4815476	7.41963946
1008	569	42.5252882	7.42700753
1009	569	42.5690234	7.43437559
1010	570	42.6127537	7.44174365
1011	571	42.6564789	7.44911171
1012	571	42.7001998	7.45647978
1013	572	42.743916	7.46384784
1014	573	42.7876284	7.4712159
1015	573	42.8313366	7.47858397
1016	574	42.8750414	7.48595203
1017	575	42.9187427	7.49332009
1018	575	42.9624411	7.50068816
1019	576	43	7.50805622
1020	577	43.0436934	7.51542428
1021	577	43.0873841	7.52279235
1022	578	43.1310732	7.53016041
1023	579	43.1747602	7.53752847
1024	579	43.2184463	7.54489653
1025	580	43.2621308	7.5522646
1026	581	43.3058151	7.55963266
1027	581	43.3494983	7.56700072
1028	582	43.3931819	7.57436879
1029	583	43.4368651	7.58173685
1030	583	43.4805492	7.58910491
1031	584	43.5242337	7.59647298
1032	584	43.5679196	7.60384104
1033	585	43.6116067	7.6112091
1034	586	43.6552959	7.61857716
1035	586	43.6989867	7.62594523
1036	587	43.7426803	7.63331329
1037	588	43.7863763	7.64068135
1038	588	43.8300756	7.64804942
1039	589	43.873778	7.65541748
1040	590	43.9174844	7.66278554
1041	590	43.9611945	7.67015361
1042	591	44	7.67752167
1043	592	44.0437183	7.68488973
1044	592	44.0874419	7.69225779
1045	593	44.1311703	7.69962586
1046	594	44.1749046	7.70699392
1047	594	44.2186442	7.71436198
1048	595	44.2623901	7.72173005
1049	596	44.306142	7.72909811
1050	596	44.3499006	7.73646617
1051	597	44.3936658	7.74383424
1052	597	44.4374382	7.7512023
1053	598	44.4812176	7.75857036
1054	599	44.5250047	7.76593842
1055	599	44.5687991	7.77330649
1056	600	44.6126016	7.78067455
1057	601	44.6564119	7.78804261
1058	601	44.7002307	7.79541068
1059	602	44.7440575	7.80277874
1060	602	44.787893	7.8101468
1061	603	44.8317368	7.81751487
1062	604	44.8755896	7.82488293
1063	604	44.9194508	7.83225099
1064	605	44.9633214	7.83961905
1065	606	45	7.84698712
1066	606	45.0438872	7.85435518
1067	607	45.087783	7.86172324
1068	608	45.1316882	7.86909131
1069	608	45.1755945	7.87645937
1070	609	45.2194912	7.88382743
1071	609	45.2633776	7.8911955
1072	610	45.3072545	7.89856356
1073	611	45.351121	7.90593162
1074	611	45.3949782	7.91329969
1075	612	45.4388254	7.92066775
1076	613	45.4826634	7.92803581
1077	613	45.5264917	7.93540387
1078	614	45.570311	7.94277194
1079	615	45.6141211	7.95014
1080	615	45.6579226	7.95750806
1081	616	45.7017148	7.96487613
1082	616	45.7454988	7.97224419
1083	617	45.7892741	7.97961225
1084	618	45.8330416	7.98698032
1085	618	45.8768012	7.99434838
1086	619	45.9205534	8.00171644
1087	620	45.9642976	8.0090845
1088	620	46	8.01645257
1089	621	46.043731	8.02382063
1090	622	46.0874557	8.03118869
1091	622	46.1311736	8.03855676
1092	623	46.1748855	8.04592482
1093	624	46.2185912	8.05329288
1094	624	46.2622915	8.06066095
1095	625	46.305986	8.06802901
1096	626	46.3496757	8.07539707
1097	626	46.3933604	8.08276513
1098	627	46.4370411	8.0901332
1099	627	46.4807171	8.09750126
1100	628	46.5243898	8.10486932
1101	629	46.5680589	8.11223739
1102	630	46.6117253	8.11960545
1103	630	46.6553886	8.12697351
1104	631	46.6990501	8.13434158
1105	631	46.7427093	8.14170964
1106	632	46.7863673	8.1490777
1107	633	46.8300239	8.15644576
1108	633	46.8736802	8.16381383
1109	634	46.9173357	8.17118189
1110	635	46.9609918	8.17854995
1111	635	47	8.18591802
1112	636	47.0436574	8.19328608
1113	637	47.0873156	8.20065414
1114	637	47.1309761	8.20802221
1115	638	47.1746382	8.21539027
1116	639	47.2183032	8.22275833
1117	639	47.2619709	8.2301264
1118	640	47.3056424	8.23749446
1119	641	47.3493173	8.24486252
1120	641	47.3929969	8.25223058
1121	642	47.4366807	8.25959865
1122	643	47.4803701	8.26696671
1123	643	47.5240644	8.27433477
1124	644	47.5677651	8.28170284
1125	645	47.6114714	8.2890709
1126	645	47.6551848	8.29643896
1127	646	47.6989049	8.30380703
1128	646	47.7426328	8.31117509
1129	647	47.7863679	8.31854315
1130	648	47.8301114	8.32591121
1131	648	47.873863	8.33327928
1132	649	47.9176237	8.34064734
1133	650	47.9613929	8.3480154
1134	650	48	8.35538347
1135	651	48.0437868	8.36275153
1136	652	48.0875839	8.37011959
1137	652	48.1313904	8.37748766
1138	653	48.1752076	8.38485572
1139	654	48.2190349	8.39222378
1140	654	48.2628732	8.39959184
1141	655	48.3067218	8.40695991
1142	655	48.35056	8.41432797
1143	656	48.3943849	8.42169603
1144	657	48.4381969	8.4290641
1145	657	48.4819957	8.43643216
1146	658	48.5257816	8.44380022
1147	659	48.5695541	8.45116829
1148	659	48.6133137	8.45853635
1149	660	48.6570599	8.46590441
1150	660	48.7007932	8.47327247
1151	661	48.7445132	8.48064054
1152	662	48.7882205	8.4880086
1153	662	48.8319145	8.49537666
1154	663	48.8755961	8.50274473
1155	664	48.9192644	8.51011279
1156	664	48.9629207	8.51748085
1157	665	49	8.52484892
1158	666	49.0436337	8.53221698
1159	666	49.0872551	8.53958504
1160	667	49.1308653	8.54695311
1161	667	49.1744637	8.55432117
1162	668	49.2180514	8.56168923
1163	669	49.2616277	8.56905729
1164	669	49.3051937	8.57642536
1165	670	49.3487491	8.58379342
1166	670	49.3922951	8.59116148
1167	671	49.4358311	8.59852955
1168	672	49.4793581	8.60589761
1169	672	49.522876	8.61326567
1170	673	49.5663856	8.62063374
1171	674	49.6098869	8.6280018
1172	674	49.6533806	8.63536986
1173	675	49.6968668	8.64273792
1174	676	49.7403463	8.65010599
1175	676	49.783819	8.65747405
1176	677	49.827286	8.66484211
1177	678	49.8707465	8.67221018
1178	678	49.9142021	8.67957824
1179	679	49.9576523	8.6869463
1180	680	50	8.69431437
1181	680	50.0434416	8.70168243
1182	681	50.0868797	8.70905049
1183	682	50.1303144	8.71641855
1184	682	50.1737465	8.72378662
1185	683	50.2171761	8.73115468
1186	684	50.2606041	8.73852274
1187	684	50.3040306	8.74589081
1188	685	50.3474566	8.75325887
1189	685	50.3908821	8.76062693
1190	686	50.434308	8.767995
1191	687	50.4777346	8.77536306
1192	687	50.5211631	8.78273112
1193	688	50.5645931	8.79009918
1194	689	50.6080258	8.79746725
1195	689	50.6514612	8.80483531
1196	690	50.6949005	8.81220337
1197	691	50.7383438	8.81957144
1198	691	50.7817921	8.8269395
1199	692	50.8252453	8.83430756
1200	693	50.8687046	8.84167563
1201	693	50.9121698	8.84904369
1202	694	50.9556422	8.85641175
1203	695	50.9991215	8.86377981
1204	695	51	8.87114788
1205	696	51.0434856	8.87851594
1206	697	51.0869883	8.885884
1207	698	51.130514	8.89325207
1208	698	51.1740433	8.90062013
1209	699	51.2175849	8.90798819
1210	700	51.2611299	8.91535626
1211	700	51.3046833	8.92272432
1212	701	51.3482461	8.93009238
1213	702	51.3918176	8.93746045
1214	702	51.4354006	8.94482851
1215	703	51.4789941	8.95219657
1216	704	51.5226	8.95956463
1217	704	51.5662177	8.9669327
1218	705	51.6098485	8.97430076
1219	706	51.6534921	8.98166882
1220	706	51.6971493	8.98903689
1221	707	51.7408201	8.99640495
1222	708	51.7845051	9.00377301
1223	708	51.8282039	9.01114108
1224	709	51.8719174	9.01850914
1225	709	51.9156453	9.0258772
1226	710	51.959388	9.03324526
1227	711	52	9.04061333
1228	711	52.0437122	9.04798139
1229	712	52.0874072	9.05534945
1230	713	52.1310846	9.06271752
1231	713	52.174745	9.07008558
1232	714	52.2183883	9.07745364
1233	715	52.2620151	9.08482171
1234	715	52.3056251	9.09218977
1235	716	52.3492189	9.09955783
1236	716	52.3927964	9.10692589
1237	717	52.4363585	9.11429396
1238	718	52.4799048	9.12166202
1239	718	52.5234365	9.12903008
1240	719	52.5669523	9.13639815
1241	720	52.6104535	9.14376621
1242	720	52.6539406	9.15113427
1243	721	52.6974141	9.15850234
1244	722	52.7408741	9.1658704
1245	722	52.7843216	9.17323846
1246	723	52.827756	9.18060652
1247	723	52.871179	9.18797459
1248	724	52.9145902	9.19534265
1249	725	52.9579912	9.20271071
1250	725	53	9.21007878
1251	726	53.0433813	9.21744684
1252	727	53.0867528	9.2248149
1253	728	53.1301157	9.23218297
1254	728	53.1734702	9.23955103
1255	729	53.2168172	9.24691909
1256	729	53.2601569	9.25428716
1257	730	53.3034906	9.26165522
1258	731	53.3468175	9.26902328
1259	731	53.3901394	9.27639134
1260	732	53.4334561	9.28375941
1261	733	53.476769	9.29112747
1262	733	53.5200775	9.29849553
1263	734	53.5633833	9.3058636
1264	735	53.6066863	9.31323166
1265	735	53.6499881	9.32059972
1266	736	53.6932885	9.32796779
1267	737	53.736589	9.33533585
1268	737	53.7798896	9.34270391
1269	738	53.8231921	9.35007197
1270	739	53.8664959	9.35744004
1271	739	53.9098028	9.3648081
1272	740	53.9531126	9.37217616
1273	741	53.9964265	9.37954423
1274	741	54	9.38691229
1275	742	54.0433199	9.39428035
1276	743	54.0866426	9.40164842
1277	744	54.1299726	9.40901648
1278	744	54.1733104	9.41638454
1279	745	54.2166558	9.4237526
1280	746	54.2600086	9.43112067
1281	746	54.3033713	9.43848873
1282	747	54.3467433	9.44585679
1283	748	54.3901267	9.45322486
1284	748	54.4335204	9.46059292
1285	749	54.4769264	9.46796098
1286	750	54.5203442	9.47532905
1287	750	54.5637758	9.48269711
1288	751	54.6072201	9.49006517
1289	751	54.6506789	9.49743323
1290	752	54.6941516	9.5048013
1291	753	54.7376401	9.51216936
1292	753	54.781144	9.51953742
1293	754	54.8246644	9.52690549
1294	755	54.8682004	9.53427355
1295	755	54.9117538	9.54164161
1296	756	54.9553232	9.54900968
1297	757	54.9989108	9.55637774
1298	757	55	9.5637458
1299	758	55.0436069	9.57111387
1300	759	55.0871959	9.57848193
1301	760	55.1307714	9.58584999
1302	761	55.1743219	9.59321805
1303	761	55.2178653	9.60058612
1304	762	55.2613819	9.60795418
1305	763	55.3048886	9.61532224
1306	763	55.3483659	9.62269031
1307	764	55.391822	9.63005837
1308	765	55.4352557	9.63742643
1309	765	55.4786689	9.6447945
1310	766	55.5220598	9.65216256
1311	766	55.5654296	9.65953062
1312	767	55.6087783	9.66689868
1313	768	55.652107	9.67426675
1314	768	55.6954152	9.68163481
1315	769	55.7387036	9.68900287
1316	770	55.7819723	9.69637094
1317	770	55.8252228	9.703739
1318	771	55.8684544	9.71110706
1319	772	55.911669	9.71847513
1320	772	55.9548659	9.72584319
1321	773	55.9980463	9.73321125
1322	774	56	9.74057931
1323	775	56.0431632	9.74794738
1324	775	56.0862993	9.75531544
1325	776	56.1294299	9.7626835
1326	777	56.1725407	9.77005157
1327	777	56.2156501	9.77741963
1328	778	56.2587401	9.78478769
1329	779	56.3018192	9.79215576
1330	779	56.3448871	9.79952382
1331	780	56.387953	9.80689188
1332	781	56.430999	9.81425994
1333	781	56.474037	9.82162801
1334	782	56.5170664	9.82899607
1335	783	56.5600886	9.83636413
1336	783	56.6031031	9.8437322
1337	784	56.6461112	9.85110026
1338	785	56.6891128	9.85846832
1339	785	56.73211	9.86583639
1340	786	56.7751028	9.87320445
1341	787	56.8180929	9.88057251
1342	787	56.8610804	9.88794057
1343	788	56.904067	9.89530864
1344	789	56.947053	9.9026767
1345	789	56.9900398	9.91004476
1346	790	57	9.91741283
1347	791	57.0429879	9.92478089
1348	791	57.0859761	9.93214895
1349	792	57.128976	9.93951702
1350	793	57.171971	9.94688508
1351	793	57.2149733	9.95425314
1352	794	57.2579824	9.96162121
1353	795	57.3009993	9.96898927
1354	795	57.3440241	9.97635733
1355	796	57.3870584	9.98372539
1356	797	57.4301026	9.99109346
1357	797	57.4731579	9.99846152
1358	798	57.5162247	10.0058296
1359	799	57.5593043	10.0131976
1360	799	57.6023973	10.0205657
1361	800	57.6455046	10.0279338
1362	800	57.6886267	10.0353018
1363	801	57.7317646	10.0426699
1364	802	57.7749187	10.050038
1365	802	57.8180903	10.057406
1366	803	57.8612794	10.0647741
1367	804	57.9044869	10.0721422
1368	804	57.9477132	10.0795102
1369	805	57.990959	10.0868783
1370	806	58	10.0942463
1371	807	58.0432699	10.1016144
1372	807	58.0865591	10.1089825
1373	808	58.1298774	10.1163505
1374	809	58.1732077	10.1237186
1375	809	58.2165621	10.1310867
1376	810	58.2599392	10.1384547
1377	811	58.3033475	10.1458228
1378	811	58.3467692	10.1531908
1379	812	58.3902155	10.1605589
1380	812	58.4336659	10.167927
1381	813	58.4770893	10.175295
1382	814	58.5204851	10.1826631
1383	814	58.5638545	10.1900312
1384	815	58.6071964	10.1973992
1385	816	58.6505126	10.2047673
1386	816	58.6938019	10.2121353
1387	817	58.7370662	10.2195034
1388	818	58.7803046	10.2268715
1389	818	58.8235192	10.2342395
1390	819	58.8667078	10.2416076
1391	819	58.909873	10.2489757
1392	820	58.953015	10.2563437
1393	821	58.9961349	10.2637118
1394	822	59	10.2710799
1395	822	59.0430973	10.2784479
1396	823	59.0861705	10.285816
1397	824	59.1292237	10.293184
1398	824	59.1722565	10.3005521
1399	825	59.2152712	10.3079202
1400	826	59.2582676	10.3152882
1401	827	59.3012478	10.3226563
1402	827	59.3442114	10.3300244
1403	828	59.3871608	10.3373924
1404	829	59.4300939	10.3447605
1405	829	59.4730134	10.3521285
1406	830	59.5159192	10.3594966
1407	831	59.5588135	10.3668647
1408	831	59.6016959	10.3742327
1409	832	59.6445683	10.3816008
1410	833	59.6874307	10.3889689
1411	833	59.7302844	10.3963369
1412	834	59.7731297	10.403705
1413	835	59.815969	10.411073
1414	835	59.8588026	10.4184411
1415	836	59.9016325	10.4258092
1416	837	59.9444586	10.4331772
1417	837	59.9872832	10.4405453
1418	838	60	10.4479134
1419	839	60.0428245	10.4552814
1420	839	60.0856489	10.4626495
1421	840	60.1284756	10.4700176
1422	841	60.171304	10.4773856
1423	841	60.2141366	10.4847537
1424	842	60.256974	10.4921217
1425	843	60.2998187	10.4994898
1426	843	60.3426705	10.5068579
1427	844	60.3855314	10.5142259
1428	845	60.4284017	10.521594
1429	845	60.4712834	10.5289621
1430	846	60.5141768	10.5363301
1431	847	60.5570842	10.5436982
1432	847	60.6000053	10.5510662
1433	848	60.6429418	10.5584343
1434	848	60.6858941	10.5658024
1435	849	60.7288644	10.5731704
1436	850	60.7718525	10.5805385
1437	850	60.8148601	10.5879066
1438	851	60.8578871	10.5952746
1439	852	60.9009356	10.6026427
1440	852	60.944005	10.6100108
1441	853	60.9870969	10.6173788
1442	854	61	10.6247469
1443	854	61.0431223	10.6321149
1444	855	61.086268	10.639483
1445	856	61.1294389	10.6468511
1446	856	61.1726342	10.6542191
1447	857	61.215856	10.6615872
1448	858	61.2591038	10.6689553
1449	858	61.3023786	10.6763233
1450	859	61.3456805	10.6836914
1451	860	61.389003	10.6910594
1452	860	61.4322935	10.6984275
1453	861	61.4755522	10.7057956
1454	862	61.5187784	10.7131636
1455	862	61.5619734	10.7205317
1456	863	61.6051361	10.7278998
1457	864	61.6482678	10.7352678
1458	864	61.6913686	10.7426359
1459	865	61.7344389	10.7500039
1460	865	61.7774785	10.757372
1461	866	61.8204889	10.7647401
1462	867	61.8634699	10.7721081
1463	867	61.9064232	10.7794762
1464	868	61.9493484	10.7868443
1465	869	61.9922465	10.7942123
1466	869	62	10.8015804
1467	870	62.0428667	10.8089485
1468	871	62.085706	10.8163165
1469	872	62.1285279	10.8236846
1470	872	62.1713164	10.8310526
1471	873	62.214085	10.8384207
1472	874	62.2568327	10.8457888
1473	874	62.2995604	10.8531568
1474	875	62.3422683	10.8605249
1475	876	62.3849582	10.867893
1476	876	62.4276295	10.875261
1477	877	62.4702829	10.8826291
1478	878	62.5129196	10.8899971
1479	878	62.5555418	10.8973652
1480	879	62.5981498	10.9047333
1481	880	62.640745	10.9121013
1482	880	62.6833282	10.9194694
1483	881	62.7259012	10.9268375
1484	882	62.7684646	10.9342055
1485	882	62.8110192	10.9415736
1486	883	62.8535665	10.9489417
1487	883	62.8961086	10.9563097
1488	884	62.9386463	10.9636778
1489	885	62.9811814	10.9710458
1490	885	63	10.9784139
1491	886	63.042533	10.985782
1492	887	63.085066	10.99315
1493	888	63.1276089	11.0005181
1494	888	63.1701457	11.0078862
1495	889	63.2126886	11.0152542
1496	889	63.2552373	11.0226223
1497	890	63.2977934	11.0299903
1498	891	63.3403579	11.0373584
1499	891	63.3829326	11.0447265
1500	892	63.4255184	11.0520945
1501	893	63.4681173	11.0594626
1502	894	63.5107296	11.0668307
1503	894	63.553357	11.0741987
1504	895	63.5960003	11.0815668
1505	896	63.6386615	11.0889348
1506	896	63.6813411	11.0963029
1507	897	63.7240406	11.103671
1508	898	63.7667608	11.111039
1509	898	63.809503	11.1184071
1510	899	63.8522681	11.1257752
1511	900	63.8950573	11.1331432
1512	900	63.9378714	11.1405113
1513	901	63.980711	11.1478794
1514	902	64	11.1552474
1515	902	64.042878	11.1626155
1516	903	64.0857835	11.1699835
1517	904	64.1287258	11.1773516
1518	904	64.1716879	11.1847197
1519	905	64.2146813	11.1920877
1520	906	64.2577055	11.1994558
1521	906	64.3007612	11.2068239
1522	907	64.3438481	11.2141919
1523	908	64.3869669	11.22156
1524	908	64.4301177	11.228928
1525	909	64.473301	11.2362961
1526	910	64.5165024	11.2436642
1527	910	64.5596685	11.2510322
1528	911	64.6027986	11.2584003
1529	912	64.6458945	11.2657684
1530	912	64.688955	11.2731364
1531	913	64.7319816	11.2805045
1532	914	64.7749744	11.2878725
1533	914	64.8179343	11.2952406
1534	915	64.8608609	11.3026087
1535	916	64.9037568	11.3099767
1536	916	64.9466217	11.3173448
1537	917	64.9894565	11.3247129
1538	918	65	11.3320809
1539	918	65.0427991	11.339449
1540	919	65.0855689	11.3468171
1541	920	65.1283126	11.3541851
1542	920	65.1710299	11.3615532
1543	921	65.2137221	11.3689212
1544	922	65.2563897	11.3762893
1545	922	65.2990354	11.3836574
1546	923	65.3416587	11.3910254
1547	924	65.3842617	11.3983935
1548	924	65.4268444	11.4057616
1549	925	65.4694089	11.4131296
1550	926	65.5119547	11.4204977
1551	926	65.5544844	11.4278657
1552	927	65.5969988	11.4352338
1553	928	65.6395002	11.4426019
1554	928	65.6819892	11.4499699
1555	929	65.7244679	11.457338
1556	930	65.766937	11.4647061
1557	930	65.8093988	11.4720741
1558	931	65.8518531	11.4794422
1559	931	65.8943026	11.4868103
1560	932	65.9367484	11.4941783
1561	933	65.979193	11.5015464
1562	933	66	11.5089144
1563	934	66.0424451	11.5162825
1564	935	66.0848917	11.5236506
1565	936	66.1273432	11.5310186
1566	936	66.1697993	11.5383867
1567	937	66.2122626	11.5457548
1568	938	66.2547336	11.5531228
1569	938	66.297214	11.5604909
1570	939	66.339705	11.5678589
1571	940	66.382209	11.575227
1572	940	66.424727	11.5825951
1573	941	66.4672602	11.5899631
1574	942	66.50981	11.5973312
1575	942	66.5523787	11.6046993
1576	943	66.5949664	11.6120673
1577	944	66.6375754	11.6194354
1578	944	66.6802064	11.6268034
1579	945	66.7228609	11.6341715
1580	946	66.7655398	11.6415396
1581	946	66.8082448	11.6489076
1582	947	66.8509763	11.6562757
1583	948	66.8937362	11.6636438
1584	948	66.9365246	11.6710118
1585	949	66.9793429	11.6783799
1586	950	67	11.685748
1587	950	67.042864	11.693116
1588	951	67.0857597	11.7004841
1589	952	67.1286887	11.7078521
1590	952	67.1716502	11.7152202
1591	953	67.2146464	11.7225883
1592	954	67.2576768	11.7299563
1593	954	67.300743	11.7373244
1594	955	67.3438445	11.7446925
1595	956	67.3869636	11.7520605
1596	956	67.430044	11.7594286
1597	957	67.4730858	11.7667966
1598	958	67.5160891	11.7741647
1599	958	67.5590541	11.7815328
1600	959	67.6019815	11.7889008
1601	960	67.6448719	11.7962689
1602	960	67.6877245	11.803637
1603	961	67.7305414	11.811005
1604	962	67.7733232	11.8183731
1605	962	67.8160702	11.8257411
1606	963	67.8587827	11.8331092
1607	964	67.9014626	11.8404773
1608	964	67.9441096	11.8478453
1609	965	67.9867252	11.8552134
1610	966	68	11.8625815
1611	966	68.0425761	11.8699495
1612	967	68.0851224	11.8773176
1613	968	68.1276491	11.8846857
1614	968	68.1701398	11.8920537
1615	969	68.2126061	11.8994218
1616	970	68.2550482	11.9067898
1617	970	68.2974678	11.9141579
1618	971	68.3398651	11.921526
1619	972	68.3822419	11.928894
1620	972	68.4245986	11.9362621
1621	973	68.4669364	11.9436302
1622	974	68.5092567	11.9509982
1623	974	68.5515619	11.9583663
1624	975	68.5938533	11.9657343
1625	976	68.6361325	11.9731024
1626	976	68.6784006	11.9804705
1627	977	68.72066	11.9878385
1628	978	68.7629115	11.9952066
1629	978	68.8051564	12.0025747
1630	979	68.8473966	12.0099427
1631	980	68.8896341	12.0173108
1632	980	68.9318707	12.0246789
1633	981	68.9741082	12.0320469
1634	982	69	12.039415
1635	982	69.0422422	12.046783
1636	983	69.0844889	12.0541511
1637	984	69.1267431	12.0615192
1638	984	69.1690056	12.0688872
1639	985	69.2112783	12.0762553
1640	986	69.2535617	12.0836234
1641	986	69.2958581	12.0909914
1642	987	69.3381692	12.0983595
1643	988	69.380497	12.1057275
1644	988	69.4228422	12.1130956
1645	989	69.4652071	12.1204637
1646	990	69.5075922	12.1278317
1647	990	69.5499999	12.1351998
1648	991	69.5924308	12.1425679
1649	992	69.6348871	12.1499359
1650	992	69.6773687	12.157304
1651	993	69.719878	12.164672
1652	994	69.7624159	12.1720401
1653	994	69.8049838	12.1794082
1654	995	69.8475823	12.1867762
1655	996	69.8902126	12.1941443
1656	996	69.9328751	12.2015124
1657	997	69.9755714	12.2088804
1658	998	70	12.2162485
1659	998	70.0427506	12.2236166
1660	999	70.0855369	12.2309846
1661	1000	70.1283675	12.2383527
1662	1000	70.1712257	12.2457207
1663	1001	70.214123	12.2530888
1664	1002	70.2570586	12.2604569
1665	1002	70.3000333	12.2678249
1666	1003	70.3430471	12.275193
1667	1004	70.3861003	12.2825611
1668	1004	70.4291435	12.2899291
1669	1005	70.4721468	12.2972972
1670	1006	70.5151093	12.3046652
1671	1006	70.558032	12.3120333
1672	1007	70.6009154	12.3194014
1673	1008	70.6437602	12.3267694
1674	1008	70.6865666	12.3341375
1675	1009	70.7293366	12.3415056
1676	1010	70.7720697	12.3488736
1677	1010	70.814767	12.3562417
1678	1011	70.8574301	12.3636098
1679	1012	70.9000603	12.3709778
1680	1012	70.9426578	12.3783459
1681	1013	70.9852239	12.3857139
1682	1014	71	12.393082
1683	1015	71.0425263	12.4004501
1684	1015	71.0850236	12.4078181
1685	1016	71.127493	12.4151862
1686	1017	71.1699347	12.4225543
1687	1017	71.2123517	12.4299223
1688	1018	71.2547448	12.4372904
1689	1019	71.2971162	12.4446584
1690	1019	71.3394663	12.4520265
1691	1020	71.381797	12.4593946
1692	1021	71.4241083	12.4667626
1693	1021	71.4664032	12.4741307
1694	1022	71.5086828	12.4814988
1695	1022	71.5509498	12.4888668
1696	1023	71.5932051	12.4962349
1697	1024	71.635451	12.5036029
1698	1024	71.6776889	12.510971
1699	1025	71.7199208	12.5183391
1700	1026	71.7621466	12.5257071
1701	1027	71.8043697	12.5330752
1702	1027	71.8465914	12.5404433
1703	1028	71.8888144	12.5478113
1704	1028	71.9310396	12.5551794
1705	1029	71.9732696	12.5625475
1706	1030	72	12.5699155
1707	1031	72.0422411	12.5772836
1708	1031	72.084491	12.5846516
1709	1032	72.1267519	12.5920197
1710	1033	72.169024	12.5993878
1711	1033	72.21131	12.6067558
1712	1034	72.2536113	12.6141239
1713	1035	72.2959302	12.621492
1714	1035	72.3382677	12.62886
1715	1036	72.380626	12.6362281
1716	1037	72.4230061	12.6435961
1717	1037	72.4654099	12.6509642
1718	1038	72.5078385	12.6583323
1719	1039	72.5502938	12.6657003
1720	1039	72.5927763	12.6730684
1721	1040	72.6352884	12.6804365
1722	1041	72.6778304	12.6878045
1723	1041	72.7204045	12.6951726
1724	1042	72.7630106	12.7025406
1725	1043	72.8056509	12.7099087
1726	1043	72.8483253	12.7172768
